UniProt_A	GeneSymbol_A	UniProt_B	GeneSymbol_B	Databases	PubMed_IDs	Undirected	Direction_A-B	Direction_B-A	Stimulatory_A-B	Inhibitory_A-B	Stimulatory_B-A	Inhibitory_B-A	Category
Q9WUL6	Map3k14	P12970	Rpl7a	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P61358	Rpl27	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P47911	Rpl6	HPRD;IntAct;PhosphoPoint;CancerCellMap	14743216	HPRD;IntAct;CancerCellMap	PhosphoPoint						PPI
Q9WUL6	Map3k14	Q9CR57	Rpl14	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	Q8BU30	Iars	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	Q810D6	Grwd1	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	Q9D8E6	Rpl4	HPRD;IntAct;PhosphoPoint;CancerCellMap	14743216	HPRD;IntAct;CancerCellMap	PhosphoPoint						PPI
Q9WUL6	Map3k14	Q9CZM2	Rpl15	PhosphoPoint			PhosphoPoint						PPI
Q9WUL6	Map3k14	Q8BVY0	Rsl1d1	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	Q9JKB3	Ybx3	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P35545	Fau	PhosphoPoint			PhosphoPoint						PPI
Q9WUL6	Map3k14	P62267	Rps23	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P14869	Rplp0	PhosphoPoint			PhosphoPoint						PPI
Q9WUL6	Map3k14	P62270	Rps18	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P62918	Rpl8	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P51410	Rpl9	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	Q9JIK5	Ddx21	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P62245	Rps15a	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P25444	Rps2	PhosphoPoint			PhosphoPoint						PPI
Q9WUL6	Map3k14	Q5SWD9	Tsr1	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P62242	Rps8	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P62889	Rpl30	HPRD;IntAct;PhosphoPoint	14743216	HPRD;IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P14131	Rps16	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P14148	Rpl7	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	Q6P5B0	Rrp12	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P60867	Rps20	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P67984	Rpl22	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P27659	Rpl3	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P56960	Exosc10	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P97461	Rps5	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P35980	Rpl18	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P62301	Rps13	HPRD;IntAct;PhosphoPoint	14743216	HPRD;IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P63276	Rps17	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P47963	Rpl13	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P63325	Rps10	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q9WUL6	Map3k14	P63037	Dnaja1	IntAct;PhosphoPoint	14743216	IntAct	PhosphoPoint						PPI
Q60520	Sin3a	Q9Z2E1	Mbd2	HPRD;BioGRID	10950960	HPRD;BioGRID							PPI
Q60520	Sin3a	Q64339	Isg15	InnateDB;SignaLink3	16009940	InnateDB		SignaLink3					PPI
Q60520	Sin3a	O35280	Chek1	MIMP;PhosphoSite_noref				PhosphoSite_dir;MIMP;PhosphoSite_noref					PPI
Q60520	Sin3a	Q02085	Snai1	BioGRID	14673164;28892081	BioGRID		ACSN					PPI
Q60520	Sin3a	O55128	Sap18	HPRD;BioGRID	11960000	HPRD;BioGRID		ACSN					PPI
Q60520	Sin3a	P97360	Etv6	HPRD	12527908	HPRD							PPI
Q60520	Sin3a	B1AY10	Nfx1	BioGRID;Signor	18505829	BioGRID		Signor			Signor		PPI
Q60520	Sin3a	Q8CGY8	Ogt	HPRD;BioGRID	12150998;16505006	HPRD;BioGRID							PPI
Q60520	Sin3a	Q99N20	Brms1	HPRD;BioGRID	21258344;23390556;14581478;15451426	HPRD;BioGRID							PPI
Q60520	Sin3a	Q9Z2D6	Mecp2	HPRD;BioGRID;IntAct	9620779;9620804;10773092;14593184;15322089;22615490;23770565;11441023	HPRD;BioGRID;IntAct							PPI
Q60520	Sin3a	Q3URK3	Tet1	BioGRID	21490601	BioGRID							PPI
Q60520	Sin3a	Q5SQF8	Sap30l	BioGRID	16820529;18070604;21258344	BioGRID							PPI
Q60520	Sin3a	O88574	Sap30	HPRD;BioGRID	12724404;9651585;10444591;11390640;11784859;9702189;16820529;12453419;11283269;11118440;9790534;21676866;21258344;26496610;15451426	HPRD;BioGRID							PPI
Q61502	E2f5	Q6P5F9	Xpo1	HPRD	12089160	HPRD							PPI
Q61502	E2f5	Q64701	Rbl1	HPRD;CancerCellMap	12150994;7892279	HPRD;CancerCellMap		ACSN					PPI
Q61526	Erbb3	P47941	Crkl	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	Q62137	Jak3	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	Q00560	Il6st	HPRD;PhosphoPoint	11821958	HPRD	PhosphoPoint						PPI
Q61526	Erbb3	P34152	Ptk2	HPRD;PhosphoPoint	11807823	HPRD	ACSN	PhosphoPoint					PPI
Q61526	Erbb3	Q8CGB6	Tns2	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	Q64434	Ptk6	HPRD;BioGRID;IntAct;PhosphoPoint	11114724;16273093	HPRD;BioGRID;IntAct		PhosphoPoint					PPI
Q61526	Erbb3	Q9R0Q7	Ptges3	HPRD;PhosphoPoint	10095121	HPRD	PhosphoPoint						PPI
Q61526	Erbb3	O55033	Nck2	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	Q61120	Shc3	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	P70193	Lrig1	SignaLink3;Signor	16123311			SignaLink3;Signor			SignaLink3	Signor	PPI
Q61526	Erbb3	Q9QVP9	Ptk2b	HPRD;PhosphoPoint	15499613	HPRD	PhosphoPoint						PPI
Q61526	Erbb3	Q8BTI9	Pik3cb	SignaLink3;Signor	16729043		SignaLink3;Signor;ACSN		SignaLink3;Signor				PPI
Q61526	Erbb3	O08908	Pik3r2	HPRD;BioGRID;IntAct;PhosphoPoint	16729043;16273093;24189400	HPRD;BioGRID;IntAct	ACSN;PhosphoPoint						PPI
Q61526	Erbb3	Q64143	Pik3r3	BioGRID;IntAct;PhosphoPoint	16273093;24189400	BioGRID;IntAct	ACSN;PhosphoPoint						PPI
Q61526	Erbb3	P41241	Csk	IntAct;PhosphoPoint	16729043	IntAct		ACSN;PhosphoPoint					PPI
Q61526	Erbb3	P48025	Syk	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	Q60992	Vav2	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	P35374	Agtr2	HPRD;PhosphoPoint	10710290	HPRD	PhosphoPoint						PPI
Q61526	Erbb3	Q03526	Itk	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	P42682	Txk	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	P27870	Vav1	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	Q9JHG7	Pik3cg	Signor	16729043		Signor;ACSN		Signor				PPI
Q61526	Erbb3	O35904	Pik3cd	Signor	16729043		Signor;ACSN		Signor				PPI
Q61526	Erbb3	P43404	Zap70	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	P70451	Fer	IntAct;PhosphoPoint	16273093	IntAct		PhosphoPoint					PPI
Q61526	Erbb3	O08899	Rgs4	HPRD;PhosphoPoint	12840049	HPRD	PhosphoPoint						PPI
Q61526	Erbb3	Q6PFQ7	Rasa4	HPRD;IntAct;PhosphoPoint	16169070	HPRD;IntAct	ACSN;PhosphoPoint	ACSN					PPI
Q61526	Erbb3	Q9R0C8	Vav3	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	P97318	Dab1	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	Q9QXT1	Dapp1	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	Q61521	Ereg	Signor	22891299;16829981			Signor			Signor		PPI
Q61526	Erbb3	O09039	Sh2b3	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	Q80XD1	Chn2	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	P50580	Pa2g4	HPRD;BioGRID;IntAct;PhosphoPoint	11325528;10682683;19037095;11708806;15583694	HPRD;BioGRID;IntAct	PhosphoPoint						PPI
Q61526	Erbb3	Q8BH75	Rnf41	HPRD;BioGRID;PhosphoPoint	11867753;12411582;21576364;17384230	HPRD;BioGRID	PhosphoPoint						PPI
Q61526	Erbb3	Q9QZK2	Bcar3	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	Q8BZ33	Tns4	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q61526	Erbb3	Q8CI03	Flywch1	HPRD;IntAct;PhosphoPoint	16169070	HPRD;IntAct	PhosphoPoint						PPI
Q61526	Erbb3	Q9D478	Odf2l	HPRD;IntAct;PhosphoPoint	16169070	HPRD;IntAct	PhosphoPoint						PPI
Q9JMH6	Txnrd1	Q64339	Isg15	BioGRID;SignaLink3;InnateDB	16009940	BioGRID;InnateDB		SignaLink3					PPI
Q9JMH6	Txnrd1	Q923X4	Glrx2	HPRD	14676218	HPRD							PPI
Q9CQ19	Myl9	Q5EG47	Prkaa1	IntAct	17486097	IntAct							PPI
Q9CQ19	Myl9	Q91YS8	Camk1	MIMP				MIMP					PPI
Q641K5	Nuak1	O35280	Chek1	PhosphoNetworks			PhosphoNetworks						PPI
Q641K5	Nuak1	O08738	Casp6	PhosphoNetworks;phosphoELM;HPRD;PhosphoSite;MIMP;PhosphoPoint	22483120;22433863;15273717	HPRD	PhosphoNetworks;PhosphoSite_dir;phosphoELM;PhosphoSite;MIMP;PhosphoPoint						PPI
Q641K5	Nuak1	Q8BYR2	Lats1	MIMP;BioGRID;PhosphoSite;Signor;IntAct	19927127	BioGRID;IntAct	PhosphoSite_dir;PhosphoSite;MIMP;Signor			Signor			PPI
Q641K5	Nuak1	P27600	Gna12	PhosphoNetworks			PhosphoNetworks						PPI
Q641K5	Nuak1	Q7TSE6	Stk38l	MIMP				MIMP					PPI
Q8K4K2	Trib3	P28867	Prkcd	PhosphoNetworks			PhosphoNetworks						PPI
Q8K4K2	Trib3	P31938	Map2k1	IntAct;PhosphoPoint	15299019	IntAct	PhosphoPoint						PPI
Q8K4K2	Trib3	P70372	Elavl1	SPIKE	18408768			SPIKE			SPIKE		PPI
Q8K4K2	Trib3	Q9D8N0	Eef1g	HPRD;IntAct;PhosphoPoint	16169070	HPRD;IntAct	PhosphoPoint						PPI
Q8K4K2	Trib3	Q68FF6	Git1	HPRD;IntAct;PhosphoPoint	16169070	HPRD;IntAct	PhosphoPoint						PPI
Q8K4K2	Trib3	O35984	Pbx2	PhosphoNetworks			PhosphoNetworks						PPI
Q8K4K2	Trib3	Q8R4U7	Luzp1	PhosphoNetworks			PhosphoNetworks						PPI
Q8K4K2	Trib3	O70191	Atf5	BioGRID;IntAct;PhosphoPoint	18276110;12743605	BioGRID;IntAct	PhosphoPoint						PPI
Q8K4K2	Trib3	Q07105	Gdf9	HPRD;IntAct;PhosphoPoint	16169070	HPRD;IntAct	PhosphoPoint						PPI
Q8K4K2	Trib3	Q8K2X2	Rbm48	HPRD;IntAct;PhosphoPoint	16169070	HPRD;IntAct	PhosphoPoint						PPI
P48754	Brca1	P61079	Ube2d3	HPRD;BioGRID;SPIKE	18369654;21113135;16628214;19712108;21531767;20351172;16818604;15886201;22863316;15367667;21756275;17283126;21965653;12438698;15905410;17349954;21532592;25355358;11927591;23246971;12732733	HPRD;BioGRID		SPIKE			SPIKE		PPI
P48754	Brca1	Q5PSV9	Mdc1	HPRD;BioGRID;IntAct	17525332;21622030;12607005;12611903;19766185;15569676	HPRD;BioGRID;IntAct		ACSN					PPI
P48754	Brca1	Q60668	Hnrnpd	BioGRID	22431556;15231747;26831064	BioGRID							PPI
P48754	Brca1	P46737	Brcc3	HPRD;BioGRID;InnateDB	14636569;17664283;19305427;22990118;25184681;25252691	HPRD;BioGRID;InnateDB	ACSN						PPI
P48754	Brca1	P70399	Tp53bp1	HPRD;BioGRID;IntAct	17525332;12364621;21552324;26831064;22884692;18001824	HPRD;BioGRID;IntAct							PPI
P48754	Brca1	P63280	Ube2i	BioGRID	20016594;19287951	BioGRID							PPI
P48754	Brca1	P70677	Casp3	HPRD;HPRD-phos	12149654	HPRD		HPRD-phos					PPI
P48754	Brca1	Q3U0P1	Palb2	BioGRID;SPIKE;Signor;IntAct	19268590;19369211;19584259;19553677;23038782;24085845;23585894;25184681;22193777;26649820;25652403;25016020;22331464	BioGRID;IntAct	SPIKE;ACSN	Signor	SPIKE		Signor		PPI
P48754	Brca1	O89090	Sp1	HPRD;BioGRID	12706836;17766039;14710355;10720440	HPRD;BioGRID							PPI
P48754	Brca1	Q9CU62	Smc1a	HPRD;BioGRID;IntAct	11877377;25184681;26831064	HPRD;BioGRID;IntAct	ACSN						PPI
P48754	Brca1	O35280	Chek1	BioGRID;MIMP;IntAct	11836499;17380128	BioGRID;IntAct	ACSN	MIMP					PPI
P48754	Brca1	P70372	Elavl1	SPIKE	19010922			SPIKE				SPIKE	PPI
P48754	Brca1	O70133	Dhx9	HPRD;BioGRID	12592385;9662397;26831064	HPRD;BioGRID							PPI
P48754	Brca1	Q8BMG1	Atrip	BioGRID;SPIKE;LMPID	17616665;24073851;14578343	BioGRID;SPIKE;LMPID		SPIKE			SPIKE		PPI
P48754	Brca1	P26040	Ezr	BioGRID	21282464;26831064	BioGRID							PPI
P48754	Brca1	P29341	Pabpc1	BioGRID	16782705;23805307;26831064	BioGRID							PPI
P48754	Brca1	O70433	Fhl2	HPRD;BioGRID;IntAct	14550570;14986435;21988832;25184681	HPRD;BioGRID;IntAct							PPI
P48754	Brca1	D0QMC3	Mndal	HPRD;BioGRID;IntAct	14654789;26121674	HPRD;BioGRID;IntAct							PPI
P48754	Brca1	Q91WL8	Wwox	BioGRID	27869163	BioGRID							PPI
P48754	Brca1	P83887	Tubg1	HPRD;BioGRID	11691781;9789027;15367667;22262852;22833046;24289923	HPRD;BioGRID							PPI
P48754	Brca1	Q925J9	Med1	HPRD	15208681	HPRD							PPI
P48754	Brca1	Q64705	Usf2	HPRD	14502648	HPRD							PPI
P48754	Brca1	Q922K9	Frk	PhosphoSite	29156836			PhosphoSite_dir;PhosphoSite					PPI
P48754	Brca1	Q505D1	Ankrd28	BioGRID	22990118;27026398	BioGRID							PPI
P48754	Brca1	Q8VDP4	Ccar2	BioGRID	20160719;26831064	BioGRID							PPI
P48754	Brca1	Q99PU7	Bap1	HPRD;BioGRID;IntAct	9528852	HPRD;BioGRID;IntAct							PPI
P48754	Brca1	Q60973	Rbbp7	HPRD;BioGRID;InnateDB	11394910;11746496;10220405	HPRD;BioGRID;InnateDB							PPI
P48754	Brca1	Q3V3Q4	Pydc3	HPRD;BioGRID;IntAct	14654789;26121674	HPRD;BioGRID;IntAct							PPI
P48754	Brca1	Q504N7	Q504N7	HPRD;BioGRID;IntAct	14654789;26121674	HPRD;BioGRID;IntAct							PPI
P48754	Brca1	C0HKE4	Hist1h2ae	BioGRID	25131202;25355358	BioGRID							PPI
P48754	Brca1	C0HKE3	Hist1h2ad	BioGRID	25131202;25355358	BioGRID							PPI
P48754	Brca1	Q8BV49	Pyhin1	HPRD;BioGRID;IntAct	14654789;26121674	HPRD;BioGRID;IntAct							PPI
P48754	Brca1	P0DOV1	Mnda	HPRD;BioGRID;IntAct	14654789;26121674	HPRD;BioGRID;IntAct							PPI
P48754	Brca1	Q64364	Cdkn2a	BioGRID	18703154	BioGRID							PPI
P48754	Brca1	C0HKE5	Hist1h2ag	BioGRID	25131202;25355358	BioGRID							PPI
P48754	Brca1	C0HKE7	Hist1h2an	BioGRID	25131202;25355358	BioGRID							PPI
P48754	Brca1	C0HKE9	Hist1h2ap	BioGRID	25131202;25355358	BioGRID							PPI
P48754	Brca1	Q8CGE8	Ifi205a	HPRD;BioGRID;IntAct	14654789;26121674	HPRD;BioGRID;IntAct							PPI
P48754	Brca1	O35368	Ifi203	HPRD;BioGRID;IntAct	14654789;26121674	HPRD;BioGRID;IntAct							PPI
P48754	Brca1	C0HKE8	Hist1h2ao	BioGRID	25131202;25355358	BioGRID							PPI
P48754	Brca1	P0DOV2	Ifi204	HPRD;BioGRID;IntAct	14654789;26121674	HPRD;BioGRID;IntAct							PPI
P48754	Brca1	C0HKE2	Hist1h2ac	BioGRID	25131202;25355358	BioGRID							PPI
P48754	Brca1	C0HKE6	Hist1h2ai	BioGRID	25131202;25355358	BioGRID							PPI
P70120	Hes5	Q01705	Notch1	SPIKE	17537801;16283144			SPIKE			SPIKE		PPI
P27548	Cd40lg	P11688	Itga5	InnateDB	17182621	InnateDB							PPI
P27548	Cd40lg	Q9D304	Rnf128	HPRD;BioGRID	18641297	HPRD;BioGRID							PPI
P27548	Cd40lg	Q9QWK4	Cd5l	HPRD	11981870	HPRD							PPI
Q9WVH4	Foxo3	Q9WUA6	Akt3	Signor	19188143			KEGG;Signor;ACSN				Signor;KEGG	PPI
Q9WVH4	Foxo3	P63330	Ppp2ca	Signor;IntAct	20110348	IntAct		Signor			Signor		PPI
Q9WVH4	Foxo3	Q63844	Mapk3	SignaLink3;MIMP;Signor	19282669			SignaLink3;MIMP;Signor				SignaLink3;Signor	PPI
Q9WVH4	Foxo3	O70343	Ppargc1a	SignaLink3	19491292			SignaLink3;ACSN				SignaLink3	PPI
Q9WVH4	Foxo3	P23804	Mdm2	BioGRID	19321440;18204439	BioGRID		ACSN					PPI
Q9WVH4	Foxo3	P26618	Pdgfra	InnateDB;SignaLink3	22411791	InnateDB	SignaLink3						PPI
Q9WVH4	Foxo3	P62259	Ywhae	BioGRID	20562859;17979178;26280018	BioGRID		ACSN					PPI
Q9WVH4	Foxo3	Q61214	Dyrk1a	Signor	19188143			Signor				Signor	PPI
Q9WVH4	Foxo3	P97470	Ppp4c	SignaLink3	16530049			SignaLink3			SignaLink3		PPI
Q9WVH4	Foxo3	Q80TH2	Erbin	InnateDB;SignaLink3	15123239	InnateDB		SignaLink3					PPI
Q9WVH4	Foxo3	Q9CQV8	Ywhab	BioGRID;SignaLink3;InnateDB	19940129;20562859;24255178	BioGRID;InnateDB	SignaLink3	ACSN					PPI
Q9WVH4	Foxo3	Q5EG47	Prkaa1	Signor;PhosphoSite_noref	17711846			PhosphoSite_dir;Signor;PhosphoSite_noref			Signor		PPI
Q9WVH4	Foxo3	Q8BRK8	Prkaa2	PhosphoSite;MIMP;PhosphoSite_noref	17711846;22474372			PhosphoSite_dir;PhosphoSite;PhosphoSite_noref;MIMP					PPI
Q9WVH4	Foxo3	P61982	Ywhag	HPRD	15324660	HPRD		ACSN					PPI
Q9WVH4	Foxo3	Q9QZS5	Sgk2	Signor;PhosphoPoint;MIMP	11154281			Signor;PhosphoPoint;MIMP				Signor	PPI
Q9WVH4	Foxo3	Q9ERE3	Sgk3	Signor;PhosphoPoint;MIMP	11154281			Signor;PhosphoPoint;MIMP				Signor	PPI
Q6P5F9	Xpo1	P46938	Yap1	BioGRID	9857197;11027275;18573877	BioGRID							PPI
Q6P5F9	Xpo1	Q9WTU6	Mapk9	PhosphoNetworks				PhosphoNetworks					PPI
Q6P5F9	Xpo1	Q9WUT3	Rps6ka2	PhosphoNetworks				PhosphoNetworks					PPI
Q6P5F9	Xpo1	P29341	Pabpc1	BioGRID	12192043;15769879	BioGRID							PPI
Q6P5F9	Xpo1	O54910	Nfkbie	InnateDB	11970947	InnateDB							PPI
Q6P5F9	Xpo1	P62827	Ran	HPRD;BioGRID	12070164;9323133;10779340;21909257;10944119;22939629;20026644;26344197	HPRD;BioGRID							PPI
Q6P5F9	Xpo1	Q99MU3	Adar	HPRD;BioGRID	11604520;22833565	HPRD;BioGRID							PPI
Q6P5F9	Xpo1	P70315	Was	InnateDB;SignaLink3	24872192	InnateDB		SignaLink3					PPI
Q6P5F9	Xpo1	P46662	Nf2	HPRD	12217955	HPRD							PPI
Q6P5F9	Xpo1	P63248	Pkia	BioGRID;IntAct	20485264;25437554	BioGRID;IntAct							PPI
Q6P5F9	Xpo1	Q9JIH2	Nup50	HPRD	10891499	HPRD							PPI
Q6P5F9	Xpo1	P79621	Ciita	HPRD;BioGRID	12517958;18245089	HPRD;BioGRID							PPI
Q6P5F9	Xpo1	P97343	Uhmk1	PhosphoNetworks				PhosphoNetworks					PPI
Q6P5F9	Xpo1	O35491	Clk2	PhosphoNetworks				PhosphoNetworks					PPI
Q6P5F9	Xpo1	Q9Z1N2	Orc1	HPRD	11716535	HPRD							PPI
Q6P5F9	Xpo1	Q8K2K6	Agfg1	HPRD	9368759	HPRD							PPI
Q6P5F9	Xpo1	P63242	Eif5a	HPRD;BioGRID	10381392;22939629	HPRD;BioGRID							PPI
Q6P5F9	Xpo1	Q99L48	Nmd3	HPRD;BioGRID;IntAct	17347149;12724356;18077551;26673895;19339969	HPRD;BioGRID;IntAct							PPI
Q6P5F9	Xpo1	Q8R0I0	Ace2	BioGRID	11027275;18076379;18715118	BioGRID							PPI
Q6P5F9	Xpo1	Q9QZV9	Nxt1	HPRD	11149927	HPRD							PPI
Q6P5F9	Xpo1	Q9JJT9	Phax	HPRD	10786834	HPRD							PPI
Q6P5F9	Xpo1	Q80W37	Snupn	HPRD;BioGRID;DIP;IntAct	10209022;22833565;26673895;19339972;23850451;19339969	HPRD;BioGRID;DIP;IntAct							PPI
Q6P5F9	Xpo1	Q63850	Nup62	HPRD;BioGRID	10330396;11425870	HPRD;BioGRID							PPI
Q9QZE7	Tsnax	O35473	C1d	HPRD;BioGRID	11801738	HPRD;BioGRID							PPI
Q9QZE7	Tsnax	Q62348	Tsn	HPRD;BioGRID;DIP	11278549;9013868;22939629;22863883;26186194;26344197;26496610;28514442;21552258;15919079	HPRD;BioGRID;DIP							PPI
P51448	Rora	Q9WTL8	Arntl	SPIKE	18454201;18662546		SPIKE		SPIKE	SPIKE			PPI
P51448	Rora	Q99JB6	Foxp3	InnateDB;IntAct	18354202	InnateDB;IntAct							PPI
P51448	Rora	Q61645	Hr	LMPID	12215540	LMPID							PPI
O54992	Mapkapk5	Q9WTU6	Mapk9	PhosphoNetworks;phosphoELM;HPRD;PhosphoSite;MIMP;IntAct;PhosphoPoint	20734105;17254968;9628874;25241761	HPRD;IntAct	ACSN;PhosphoPoint	PhosphoNetworks;PhosphoSite_dir;phosphoELM;PhosphoSite;MIMP;PhosphoPoint					PPI
O54992	Mapkapk5	P63280	Ube2i	PhosphoNetworks			PhosphoNetworks						PPI
O54992	Mapkapk5	Q64339	Isg15	SignaLink3	16009940			SignaLink3					PPI
O54992	Mapkapk5	Q9EST3	Eif4enif1	PhosphoNetworks			PhosphoNetworks						PPI
O54992	Mapkapk5	P47713	Pla2g4a	HPRD-phos;MIMP;HPRD;Signor;PhosphoPoint	10978317;16964243;18669648;18212344;19664994;20068231;9468497;8636128	HPRD	HPRD-phos;MIMP;PhosphoPoint;Signor		Signor				PPI
O54992	Mapkapk5	Q62523	Zyx	PhosphoNetworks			PhosphoNetworks						PPI
O54992	Mapkapk5	O08911	Mapk12	HPRD;InnateDB;SignaLink3;PhosphoPoint	9628874	HPRD;InnateDB	PhosphoPoint	SignaLink3;ACSN					PPI
O54992	Mapkapk5	Q91YQ3	Csdc2	PhosphoNetworks			PhosphoNetworks						PPI
O54992	Mapkapk5	Q9CQQ4	Gemin2	PhosphoNetworks			PhosphoNetworks						PPI
O54992	Mapkapk5	P04370	Mbp	HPRD;PhosphoPoint	9628874	HPRD	PhosphoPoint						PPI
O54992	Mapkapk5	O08796	Eef2k	HPRD;MIMP;PhosphoPoint	12171600	HPRD	MIMP;PhosphoPoint	PhosphoPoint					PPI
O54992	Mapkapk5	P24529	Th	Signor;MIMP	12421349		Signor;MIMP		Signor				PPI
O54992	Mapkapk5	Q6P5G0	Mapk4	HPRD;BioGRID;Signor	1319925;21675959;23602568;18720373	HPRD;BioGRID	Signor		Signor				PPI
O54992	Mapkapk5	Q8CHH9	Sept8	PhosphoSite;MIMP;PhosphoSite_noref	22649572		PhosphoSite_dir;PhosphoSite;PhosphoSite_noref;MIMP						PPI
O54992	Mapkapk5	A2CG49	Kalrn	PhosphoSite	22508986		PhosphoSite_dir;PhosphoSite						PPI
O54992	Mapkapk5	Q78PY7	Snd1	PhosphoNetworks			PhosphoNetworks						PPI
O54992	Mapkapk5	Q80YR5	Safb2	PhosphoNetworks			PhosphoNetworks						PPI
O54992	Mapkapk5	Q8R5A6	Tbc1d22a	PhosphoNetworks			PhosphoNetworks						PPI
P08752	Gnai2	P84309	Adcy5	SignaLink3	7935349;15539636;16460834;11376933		SignaLink3			SignaLink3			PPI
P08752	Gnai2	P56726	Smo	SignaLink3;Signor	23074268			SignaLink3;Signor;ACSN			SignaLink3;Signor		PPI
P08752	Gnai2	Q60751	Igf1r	HPRD;PhosphoPoint	11120746	HPRD		PhosphoPoint					PPI
P08752	Gnai2	Q8BWG8	Arrb1	SignaLink3	15337520;17084806;18538863;16183910;10644702;10508237		ACSN	SignaLink3;ACSN				SignaLink3	PPI
P08752	Gnai2	P14234	Fgr	SignaLink3	11007482;10753828;9722546		SignaLink3						PPI
P08752	Gnai2	Q3UYH7	Adrbk2	SignaLink3	15337520;17084806;18538863;16183910;10644702;10508237			SignaLink3					PPI
